Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Animal,Candice,Francia,Ciudad Real,Bilbao,10670,2540,1717,505,318,1962,54,Profesor,Magisterio,relationship,13,loft,bunny,6,,hamster,unknown,intact_female,Cane da Pastore Maremmano-Abruzzese,5,dead
PublicationStray,Craig,Guinea Ecuatorial,Zaragoza,Canary Islands,35004,2097,650,1294,153,1376,36,Médico cirujano,Contabilidad y fiscalización,single,10,ground floor,turtles,18,,,,,,0,
Event,Christopher,Guinea Ecuatorial,Formentera,Don Benito,99265,4800,1923,1642,1235,1776,66,Matemático,Criminología,single,4,bungalows,,14,male,,,,,0,
PublicationStray,Patricia,Francia,Ceuta,Priego de Córdoba,11839,2155,1850,59,246,954,82,Matemático,Bellas artes,divorced,4,flat,snake,11,male,,,,,0,
PublicationStray,Deborah,Honduras,Fuerteventura,Tarragona,99155,2589,1258,1312,19,935,69,Archivólogo,Negocios y comercio,married,20,apartment,,15,male,,,,,0,
Comment,Maria,Francia,Mallorca,Melilla,77097,2361,287,192,1882,1741,52,Archivólogo,Tecnologías de la información y comunicación,divorced,4,bungalows,,17,female,,,,,0,
Animal,Louise,Francia,Granada,Toro,41249,4043,1260,1009,1774,206,58,,Bellas artes,single,1,attic,turtles,11,other,other,no,castrated_male,Sabueso de Istria,9,dead
PublicationStrayAddress,Jared,Republica Dominicana,Avila,Donostia–San Sebastián,73757,3786,511,1919,1356,1822,86,Lechero,Ciencias políticas,,8,semi-detached house,snake,10,nobinary,,,,,0,
PublicationStrayAddress,Larry,Cuba,Cáceres,Palencia,32642,2126,129,996,1001,1808,36,Artesano,Criminología,single,7,loft,dog,6,nobinary,,,,,0,
PublicationAdoption,Gary,Panama,La Palma,Ferrol,42480,3434,1073,1613,748,1820,85,Secretaria,Contabilidad y fiscalización,separated,14,ground floor with garden,cat,1,nobinary,bunny,no,neutered_female,Cotón de Tuléar,2,dead
Event,Dorothy,Uruguay,Santa Cruz de Tenerife,Motril,46096,5318,1893,1572,1853,995,50,Artesano,"Finanzas, banca y seguros",separated,18,flat,hamster,19,nobinary,,,,,0,
PublicationStrayAddress,George,Uruguay,Lérida,Cáceres,79643,4708,1315,1513,1880,1314,19,Lavandero,Ciencias políticas,divorced,12,ground floor,turtles,13,female,,,,,0,
PublicationStray,Wayne,Honduras,Valladolid,Cáceres,70203,3462,967,1224,1271,688,15,Archivólogo,Ingeniería Informatica,,13,duplex,snake,18,,,,,,0,
Comment,Olga,Paraguay,Ceuta,Mataró,33383,4715,1961,1521,1233,1515,49,Lavandero,"Negocios y administración, programas multidisciplinarios o generales",relationship,18,apartment,dog,20,,,,,,0,
PublicationStrayAddress,James,Chile,La Gomera,Córdoba,82818,3607,947,1603,1057,285,66,Computista,Mercadotecnia y publicidad,,8,duplex,snake,1,male,,,,,0,
PublicationHelp,Elizabeth,España,El Hierro,Salamanca,86906,2681,761,522,1398,1728,37,Archivólogo,Trabajo y atención social,,17,duplex,,20,nobinary,,,,,0,
Animal,Stephanie,Colombia,Gran Canaria,Manresa,60784,3093,951,1663,479,1135,88,Físico,ESO,relationship,13,loft,snake,0,other,bunny,,castrated_male,Grifon Belga,4,unknown
PublicationAdoption,Ronny,Mexico,Madrid,Lleida,39310,3009,1137,939,933,1848,0,Politólogo,"Finanzas, banca y seguros",relationship,8,flat,dog,7,nobinary,cat,yes,unknow,Bosnian Hound,17,unknown
Animal,Peter,Venezuela,Fuerteventura,Eibar,21761,2427,121,1659,647,1583,98,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",divorced,14,quadplex,turtles,8,,cat,yes,unknow,Terrier negro ruso,6,vet
PublicationStrayAddress,Donna,Mexico,Alava,Guipúzcoa,30500,3649,1142,1405,1102,219,28,Físico,Derecho,divorced,0,bungalows,cat,15,nobinary,,,,,0,
PublicationStray,Carol,Reino Unido,Tenerife,Guadix,64125,1752,3,1025,724,1205,88,Físico,Economía,single,4,ground floor,hamster,7,nobinary,,,,,0,
PublicationStrayAddress,Whitney,Panama,Navarra,,65944,2097,1021,607,469,979,58,Psicólogo,Tecnología y protección del medio ambiente,single,8,ground floor,snake,10,nobinary,,,,,0,
Event,Katherine,Malta,Segovia,Oviedo,77043,4357,712,1919,1726,1270,87,Profesor,Magisterio,divorced,7,loft,turtles,3,other,,,,,0,
PublicationStrayAddress,Jacqueline,Guinea Ecuatorial,Fuerteventura,Carballo,76676,1642,964,44,634,646,90,Cerrajero,Tecnologías de la información y comunicación,married,19,ground floor with garden,turtles,18,other,,,,,0,
Comment,Margaret,Chile,Cuenca,Vigo,76097,3694,1172,1756,766,653,20,Carpintero,Magisterio,separated,6,detached house,dog,0,female,,,,,0,
PublicationStrayAddress,Justin,Republica Dominicana,Mallorca,Cuenca,57571,3026,1430,604,992,57,87,Archivólogo,Magisterio,,12,triplex,hamster,16,other,,,,,0,
Event,John,Colombia,Mallorca,Lebrija,47523,1243,817,290,136,370,33,Archivólogo,Administración y gestión de empresas,separated,17,duplex,snake,6,male,,,,,0,
PublicationHelp,Justin,India,Teruel,Villanueva de la Serena,59321,5122,1307,1872,1943,451,52,Cerrajero,Mercadotecnia y publicidad,single,19,duplex,turtles,7,nobinary,,,,,0,
Event,Nancy,Francia,Lanzarote,Segovia,91364,2937,516,1715,706,1269,88,Enfermero,Bachillerato,,0,,,3,,,,,,0,
PublicationStray,Ramona,Alemania,Granada,Cuenca,33424,3243,272,1231,1740,1961,21,Químico,Ingeniería Informatica,relationship,12,flat,cat,5,,,,,,0,
PublicationStray,Angelo,Ecuador,Santa Cruz de Tenerife,Granollers,48279,976,481,439,56,1403,75,Músico,Sociología y antropología,single,8,studio,bunny,14,other,,,,,0,
PublicationHelp,Jennie,Paraguay,Palencia,Lugo,26456,2911,1842,918,151,1374,80,Físico,Derecho,single,18,attic,snake,5,,,,,,0,
Comment,Rosa,Guinea Ecuatorial,Guipuzcoa,Ciudad Real,33889,2538,175,873,1490,1537,65,Secretaria,"Negocios y administración, programas multidisciplinarios o generales",divorced,0,,bunny,20,nobinary,,,,,0,
Comment,Maria,Honduras,Asturias,Alcalá de Henares,47230,590,43,92,455,1438,98,Bibliotecólogo,Sociología y antropología,separated,14,ground floor with garden,turtles,1,,,,,,0,
Animal,Sherry,Reino Unido,Menorca,Ciudad Real,22162,3229,549,1123,1557,1491,88,Contador,Administración y gestión de empresas,divorced,8,ground floor,other,11,male,dog,,intact_male,Curly Coated Retriever,18,unknown
PublicationStrayAddress,Carmen,Mexico,Málaga,Navarra,16358,2498,87,555,1856,298,0,Periodista,Trabajo y atención social,relationship,1,bungalows,other,14,other,,,,,0,
PublicationAdoption,Amy,Colombia,Santa Cruz de Tenerife,Cornellà,31595,3914,1862,491,1561,1779,29,Farmacólogo,Contabilidad y fiscalización,relationship,2,quadplex,hamster,10,other,turtles,unknown,unknow,Alaskan Husky,6,healthy
PublicationHelp,Dorothy,Malta,Cádiz,Santander,82560,2926,1786,1007,133,948,37,Paleontólogo,Bachillerato,,11,ground floor,cat,2,female,,,,,0,
PublicationStray,Steven,España,Tarragona,Guernica,29325,4122,961,1945,1216,1692,38,Contador,Criminología,married,5,duplex,other,5,male,,,,,0,
PublicationAdoption,Opal,Paraguay,La Gomera,Gijón,37991,2178,637,1481,60,438,28,Lechero,Ingeniería mecánica y metalurgia,relationship,2,triplex,hamster,4,female,bunny,,castrated_male,Ca de Bestiar,2,adopted
PublicationHelp,Heidi,Francia,Girona,Cornellà,10885,3854,422,1676,1756,1476,82,Matemático,Magisterio,married,4,triplex,,19,male,,,,,0,
Event,Ida,Ecuador,Palencia,Ciudad Real,58166,3122,954,1460,708,1591,84,Periodista,Ingeniería mecánica y metalurgia,divorced,4,duplex,turtles,5,nobinary,,,,,0,
Animal,Maureen,Singapur,Madrid,Ourense,36970,3561,445,1242,1874,420,57,Enfermero,Administración y gestión de empresas,married,5,triplex,,10,nobinary,hamster,unknown,intact_female,Norwich terrier,7,other
Comment,Melvin,Republica de Irlanda,Albacete,Trujillo,83586,3109,1929,494,686,1147,10,Archivólogo,Tecnología y protección del medio ambiente,relationship,18,,cat,10,nobinary,,,,,0,
Event,James,Bolivia,Menorca,Alcalá de Henares,43072,1859,10,778,1071,1989,100,Secretaria,Psicología,married,0,studio,cat,16,female,,,,,0,
Event,Gerald,Honduras,Madrid,Cantabria,20802,3594,1367,1547,680,704,56,Botánico,Sociología y antropología,married,14,apartment,other,13,male,,,,,0,
PublicationStrayAddress,Thomas,Malta,Barcelona,Guadalupe,83710,3858,1748,1331,779,132,72,Mecánico,Criminología,relationship,5,triplex,hamster,1,female,,,,,0,
Comment,Phyllis,Guinea Ecuatorial,Lérida,Vilalba,18949,1897,641,829,427,880,19,Cerrajero,Bellas artes,relationship,0,detached house,turtles,15,other,,,,,0,
PublicationHelp,Laura,Alemania,Asturias,A Coruña,53312,3728,1101,1368,1259,754,91,Paramédico,Trabajo y atención social,relationship,14,loft,hamster,7,,,,,,0,
PublicationHelp,Raymond,India,La Gomera,Montilla,92934,2595,383,1940,272,1101,23,Filólogo,Tecnologías de la información y comunicación,divorced,19,loft,hamster,3,female,,,,,0,
PublicationStrayAddress,Lino,Republica de Irlanda,La Rioja,Tarragona,12471,3755,1626,713,1416,919,32,Frutero,Psicología,single,17,flat,other,4,nobinary,,,,,0,
PublicationHelp,Donald,Nicaragua,Palencia,Castile–La Mancha,10064,3199,543,1537,1119,564,38,Artesano,Negocios y comercio,relationship,7,terraced house,,18,,,,,,0,
Event,Weston,Peru,Ceuta,Aranjuez,51810,3313,1141,1949,223,1227,89,Computista,Bellas artes,relationship,4,duplex,bunny,19,,,,,,0,
Animal,Bryan,Peru,Almería,Jerez de la Frontera,87968,1335,378,115,842,1475,45,,Tecnologías de la información y comunicación,relationship,6,flat,turtles,10,,snake,,intact_female,Boyero de Montaña Bernes,16,unknown
PublicationStray,Linda,Costa Rica,Gran Canaria,Irun,12494,2413,3,1811,599,1837,52,Frutero,Psicología,relationship,2,terraced house,dog,19,other,,,,,0,
PublicationAdoption,Brenda,Costa Rica,Segovia,Zaragoza,17517,2136,349,1755,32,88,63,Físico,Tecnologías de la información y comunicación,relationship,18,detached house,turtles,7,male,snake,yes,intact_female,Grand Bleu de Gascogne,14,foster
Comment,Yvonne,Peru,Avila,Lorca,68495,1918,724,901,293,1249,80,Químico,Sociología y antropología,divorced,16,ground floor with garden,turtles,5,female,,,,,0,
PublicationStray,Patricia,Honduras,Madrid,Getafe,50948,2902,419,1288,1195,1464,77,Sociólogo,Ingeniería química,single,20,studio,cat,12,male,,,,,0,
PublicationStray,Jane,Colombia,Navarra,Reus,83032,5046,1993,1223,1830,820,69,Secretaria,Mercadotecnia y publicidad,,14,terraced house,cat,0,other,,,,,0,
Event,Carolyn,Costa Rica,Jaén,Monforte de Lemos,87254,2869,1137,1349,383,1730,11,Músico,Contabilidad y fiscalización,married,18,ground floor with garden,turtles,20,,,,,,0,
PublicationStrayAddress,Carlos,Peru,Palencia,Caravaca,30332,2907,1298,1047,562,1070,0,Paleontólogo,Psicología,relationship,3,detached house,hamster,19,nobinary,,,,,0,
Animal,Maurice,Guatemala,Navarra,Lorca,59604,3855,1436,1929,490,1905,16,Carpintero,Ingeniería Informatica,separated,18,loft,cat,3,male,hamster,yes,intact_male,Scottish terrier,17,vet
Event,Marco,Peru,Guipuzcoa,Baza,88170,3624,1664,380,1580,314,74,Secretaria,Ciencias políticas,divorced,5,attic,turtles,6,female,,,,,0,
PublicationHelp,Edna,Nicaragua,Castellón,Lucena,27240,3924,967,1990,967,296,5,Ingeniero,Psicología,,9,quadplex,other,17,,,,,,0,
PublicationStrayAddress,Jessica,Guatemala,Navarra,Salamanca,34652,1673,42,316,1315,1081,37,Físico,Tecnologías de la información y comunicación,divorced,7,,snake,18,other,,,,,0,
Event,Yvonne,Paraguay,Guadalajara,Huesca,69048,2494,114,1998,382,437,49,Enfermero,Mercadotecnia y publicidad,separated,14,quadplex,other,16,nobinary,,,,,0,
PublicationAdoption,Michael,Cuba,Valencia,Lorca,15215,2874,165,873,1836,565,58,Abogado,Sociología y antropología,separated,11,triplex,cat,20,,snake,no,intact_male,Spinone Italiano,7,vet
PublicationStray,Angela,Mexico,Soria,Hellín,66596,2884,1361,724,799,143,30,Médico cirujano,Administración y gestión de empresas,single,13,ground floor,bunny,20,male,,,,,0,
Event,Susan,España,Formentera,Valdepeñas,43637,3548,1889,1301,358,1999,62,Mecánico,Sociología y antropología,separated,14,,hamster,17,female,,,,,0,
Animal,Michael,Honduras,Lugo,Álava,36791,3992,73,1992,1927,107,34,Sociólogo,Bachillerato,single,11,ground floor with garden,hamster,13,,cat,unknown,intact_male,Beauceron,18,adopted
Event,Ryan,Paraguay,Segovia,Dos Hermanas,66250,1769,375,698,696,691,93,Archivólogo,Ingeniería mecánica y metalurgia,divorced,19,apartment,turtles,8,,,,,,0,
Animal,Christine,Pakistan,Cáceres,Pamplona,72176,2717,579,1530,608,1658,40,Músico,Bellas artes,divorced,20,ground floor with garden,other,7,,cat,,neutered_female,Akita americano,10,dead
Comment,Jonathan,Bolivia,Toledo,Melilla,28260,4774,1470,1991,1313,1111,46,Físico,"Negocios y administración, programas multidisciplinarios o generales",separated,4,,turtles,6,nobinary,,,,,0,
PublicationStrayAddress,Latoya,Uruguay,Madrid,Palencia,71322,3875,1565,1861,449,1353,35,Físico,Bellas artes,,12,terraced house,,9,other,,,,,0,
PublicationAdoption,Lawrence,Costa Rica,Alicante,Llívia,25540,716,336,251,129,1049,86,Abogado,Criminología,married,6,attic,cat,19,,bunny,yes,unknow,Bosnian Hound,2,foster
PublicationStray,Lisa,El Salvador,Soria,Oviedo,24067,2941,1596,893,452,1362,15,Abogado,ESO,relationship,20,apartment,hamster,1,,,,,,0,
Comment,Judy,Costa Rica,Almería,Madrid,96001,2718,1747,891,80,1147,55,Computista,Contabilidad y fiscalización,divorced,10,ground floor with garden,,2,,,,,,0,
Animal,Pete,Venezuela,Pontevedra,Málaga,22147,2765,361,992,1412,408,94,,Ingeniería Informatica,divorced,14,flat,turtles,9,other,turtles,yes,neutered_female,Bull terrier,0,dead
PublicationStray,Bessie,Argentina,Ceuta,Luarca,21945,783,49,702,32,1561,58,Abogado,Sociología y antropología,single,19,flat,turtles,5,female,,,,,0,
PublicationStray,Gerald,Francia,Guadalajara,Vitoria-Gasteiz,86801,2830,999,1754,77,321,15,Matemático,"Finanzas, banca y seguros",single,6,detached house,cat,16,female,,,,,0,
PublicationStray,Renate,Paraguay,Lugo,Getxo,48946,2629,746,1183,700,1754,85,Químico,"Negocios y administración, programas multidisciplinarios o generales",relationship,15,flat,hamster,4,male,,,,,0,
PublicationHelp,Jimmy,Republica Dominicana,Toledo,Teruel,47246,4998,1431,1656,1911,1220,1,Cerrajero,Sociología y antropología,relationship,17,detached house,dog,9,male,,,,,0,
Comment,John,Singapur,Zaragoza,Ourense,80602,3044,1145,236,1663,858,34,Historiador,Economía,married,20,bungalows,dog,7,,,,,,0,
PublicationStray,Steven,Honduras,Cuenca,Salamanca,37481,3134,752,446,1936,1816,53,Carpintero,Psicología,relationship,10,attic,,19,,,,,,0,
PublicationStray,David,Colombia,Mallorca,Marchena,73657,4255,1593,1140,1522,528,15,Secretaria,Economía,single,15,duplex,bunny,10,female,,,,,0,
Event,Linda,Paraguay,Toledo,El Puerto de Santa María,97213,3716,1337,1341,1038,1868,55,Lechero,Ingeniería química,divorced,4,,other,11,female,,,,,0,
Event,Charmaine,Nicaragua,Madrid,Martos,37475,4360,819,1851,1690,1198,76,Físico,"Negocios y administración, programas multidisciplinarios o generales",,12,detached house,dog,8,nobinary,,,,,0,
Comment,Bernie,Republica de Irlanda,Ibiza,Motril,41474,2168,118,1323,727,1198,58,Enfermero,Ingeniería química,single,1,triplex,hamster,12,other,,,,,0,
PublicationAdoption,Marcella,El Salvador,Cádiz,Irun,71722,2536,659,979,898,747,99,Músico,Mercadotecnia y publicidad,married,10,quadplex,,1,nobinary,other,unknown,intact_female,Galgo Polaco (Chart Polski),16,dead
Event,Ronnie,Argentina,Burgos,Santa Coloma de Gramenet,48015,2150,22,1066,1062,1069,92,Frutero,Tecnologías de la información y comunicación,single,6,loft,,13,,,,,,0,
PublicationHelp,Dennis,Republica Dominicana,Jaén,Pontevedra,70924,3316,252,1507,1557,1888,75,Periodista,Derecho,married,19,duplex,bunny,18,other,,,,,0,
Comment,Jose,Francia,Zamora,Segovia,47717,3915,938,1186,1791,1773,36,Paleontólogo,ESO,,0,triplex,dog,0,,,,,,0,
Comment,Ella,Nicaragua,Jaén,Cornellà,29171,2843,971,1291,581,676,48,Sociólogo,ESO,separated,19,studio,bunny,18,,,,,,0,
Animal,Sheryl,Pakistan,Lugo,Granollers,40714,1856,25,508,1323,1345,76,Contador,Sociología y antropología,single,12,attic,hamster,9,nobinary,bunny,no,neutered_female,Beauceron,18,foster
Event,Bernice,Singapur,Sevilla,Vitoria-Gasteiz,56633,2254,510,1546,198,1970,81,Médico cirujano,Psicología,relationship,19,triplex,other,20,male,,,,,0,
PublicationStray,Albert,España,Huesca,Donostia–San Sebastián,68105,5019,1565,1460,1994,3,48,Médico cirujano,Economía,single,19,studio,,5,,,,,,0,
PublicationStrayAddress,Christopher,Chile,Badajoz,Carballo,80720,1464,505,306,653,1589,33,Electricista,Sociología y antropología,separated,12,,,1,other,,,,,0,
Event,Frank,Chile,Murcia,Las Palmas,75306,4128,1016,1298,1814,1157,86,Ingeniero,Psicología,,10,studio,other,18,male,,,,,0,
Animal,Bonnie,Guinea Ecuatorial,Lérida,Avilés,55978,4964,1410,1938,1616,860,60,Farmacólogo,Administración y gestión de empresas,divorced,4,semi-detached house,dog,12,male,bunny,unknown,castrated_male,Sabueso Estirio de pelo duro,0,adopted
PublicationAdoption,Luann,Colombia,Lanzarote,Ecija,31727,3617,1012,629,1976,1653,41,Politólogo,Administración y gestión de empresas,relationship,5,terraced house,turtles,6,nobinary,hamster,unknown,intact_female,Boyero de Appenzell,18,healthy
PublicationAdoption,Michele,Paraguay,Huesca,Vizcaya,70889,3831,1988,1453,390,1121,0,Lechero,Ingeniería química,,6,semi-detached house,dog,13,,cat,,intact_female,Bavarian Mountain Scenthound,11,vet
Comment,Adelaide,Reino Unido,Valencia,Valladolid,29548,2677,1260,744,673,734,54,Politólogo,Ingeniería Informatica,divorced,10,loft,hamster,3,other,,,,,0,
PublicationStray,Stanley,Venezuela,Guadalajara,Ciudad Rodrigo,83578,3778,673,1389,1716,407,50,Paleontólogo,Negocios y comercio,single,13,detached house,hamster,9,female,,,,,0,
PublicationStray,Dorothy,España,A Coruña,L’Hospitalet de Llobregat,38766,2557,248,846,1463,1060,18,Cerrajero,Contabilidad y fiscalización,relationship,8,bungalows,snake,20,,,,,,0,
Comment,Carmella,El Salvador,Castellón,Balearic Islands,10920,2985,123,1600,1262,243,8,Abogado,Magisterio,married,7,attic,dog,5,other,,,,,0,
Event,Sarah,Pakistan,Navarra,Girona,70402,1632,218,1184,230,601,8,Ingeniero,Trabajo y atención social,divorced,1,ground floor,turtles,7,other,,,,,0,
PublicationHelp,Charles,Mexico,Palencia,Motril,78069,2323,207,518,1598,1195,88,Artesano,Contabilidad y fiscalización,separated,7,loft,snake,15,female,,,,,0,
PublicationStray,Elizabeth,Singapur,Huelva,Peñarroya-Pueblonuevo,21611,3871,1401,1944,526,1894,85,Computista,Ingeniería química,relationship,2,semi-detached house,cat,5,female,,,,,0,
PublicationHelp,Joseph,Argentina,Mallorca,Murcia,40782,2370,331,1956,83,1964,77,Ingeniero,Derecho,separated,15,semi-detached house,snake,8,nobinary,,,,,0,
Event,Thomas,Paraguay,Asturias,Trujillo,16716,546,115,286,145,144,6,Archivólogo,Ingeniería mecánica y metalurgia,married,12,quadplex,cat,11,female,,,,,0,
Event,John,Venezuela,Málaga,Antequera,57826,3180,711,552,1917,1630,32,Contador,Bellas artes,single,7,semi-detached house,,15,female,,,,,0,
Comment,Rebecca,Republica de Irlanda,Vizcaya,Tomelloso,15245,2481,584,1091,806,384,69,Electricista,Tecnologías de la información y comunicación,divorced,13,ground floor with garden,,6,,,,,,0,
PublicationStrayAddress,Elsie,España,Santa Cruz de Tenerife,Lleida,89555,1692,50,961,681,1074,58,Cocinero,Trabajo y atención social,divorced,16,loft,snake,13,male,,,,,0,
Comment,George,Alemania,Cantabria,Alcázar de San Juan,41553,2600,737,601,1262,1432,21,Frutero,Magisterio,separated,15,ground floor with garden,hamster,11,nobinary,,,,,0,
Animal,Marty,India,Avila,Getxo,25219,3834,1840,1759,235,16,48,Artesano,Mercadotecnia y publicidad,married,6,studio,,19,nobinary,hamster,,unknow,Terrier galés,12,unknown
Event,Adan,Venezuela,Asturias,Zamora,21909,3903,1762,1449,692,411,56,Electricista,Administración y gestión de empresas,divorced,18,triplex,hamster,12,other,,,,,0,
Event,Carol,Republica de Irlanda,Segovia,Basque Country,78243,5054,1973,1202,1879,885,11,Músico,ESO,divorced,3,studio,hamster,17,male,,,,,0,
Event,Brandon,Argentina,Lugo,Cornellà,25472,1985,272,703,1010,347,48,Matemático,Bellas artes,,9,ground floor with garden,,10,male,,,,,0,
PublicationStrayAddress,Ernest,Chile,Gran Canaria,Badalona,27426,3731,1826,446,1459,1554,78,Filólogo,Mercadotecnia y publicidad,single,12,terraced house,dog,17,,,,,,0,
PublicationStray,Barbara,España,Alava,Las Palmas,37685,3231,556,1815,860,714,34,Archivólogo,Contabilidad y fiscalización,relationship,15,flat,dog,12,other,,,,,0,
Event,Charles,Republica Dominicana,Badajoz,Jaén,35869,4253,509,1874,1870,1577,64,Psicólogo,Sociología y antropología,single,4,,,6,female,,,,,0,
PublicationStray,Georgina,Mexico,Zamora,Toro,75857,3161,891,596,1674,132,62,Periodista,Administración y gestión de empresas,relationship,0,ground floor,turtles,15,male,,,,,0,
PublicationAdoption,Edna,Malta,Zamora,Carballo,47167,1805,936,109,760,37,83,,Tecnologías de la información y comunicación,,2,attic,dog,16,female,hamster,unknown,castrated_male,Cesky Fousek,4,foster
Animal,Mary,El Salvador,Ciudad Real,Girona,19102,2013,960,664,389,788,69,Artesano,ESO,separated,4,studio,cat,3,male,snake,,unknow,Spitz de Norbotten (Norbottenspets),18,dead
PublicationAdoption,Alyssa,Republica de Irlanda,Lanzarote,Barcelona,20221,1450,381,317,752,1985,36,Abogado,Economía,relationship,5,studio,turtles,6,other,hamster,,intact_female,Spitz Japonés,8,other
PublicationAdoption,Ralph,Francia,Zamora,Aranjuez,43910,4199,1930,1256,1013,1,49,Computista,Administración y gestión de empresas,separated,13,quadplex,dog,7,female,other,no,intact_female,Maltés,4,dead
Animal,Joseph,Alemania,Huelva,Málaga,25765,3134,802,1481,851,933,69,Computista,Ingeniería Informatica,separated,17,terraced house,snake,10,other,other,yes,unknow,Kuvasz,5,adopted
PublicationStrayAddress,Elizabeth,India,Jaén,Utrera,87755,2767,1144,1077,546,1844,70,Ingeniero,Psicología,relationship,3,studio,turtles,15,other,,,,,0,
PublicationAdoption,Iona,Honduras,Gran Canaria,Balearic Islands,56081,1463,109,897,457,758,28,Secretaria,Contabilidad y fiscalización,single,1,flat,hamster,14,male,turtles,yes,intact_male,Braco Italiano,9,healthy
Comment,Karen,Mexico,León,Navarra,57584,3739,620,1435,1684,714,79,Mecánico,Criminología,,17,bungalows,bunny,2,other,,,,,0,
Comment,Ezekiel,Nicaragua,Huelva,Úbeda,43860,2796,823,840,1133,841,25,Contador,"Negocios y administración, programas multidisciplinarios o generales",,18,ground floor with garden,dog,7,other,,,,,0,
Comment,Louise,Honduras,Cuenca,Ourense,51168,2974,673,1118,1183,1742,8,Técnico de sonido,Tecnología y protección del medio ambiente,separated,13,loft,turtles,6,,,,,,0,
PublicationStray,Kami,Republica Dominicana,Almería,Galicia,87770,889,425,49,415,1772,3,Sociólogo,Ciencias políticas,married,6,ground floor with garden,other,2,female,,,,,0,
Comment,David,Ecuador,A Coruña,Vigo,10948,1221,395,822,4,1479,80,Artesano,Tecnología y protección del medio ambiente,,1,flat,bunny,5,female,,,,,0,
Event,Eric,Mexico,Córdoba,Almendralejo,93474,3424,421,1102,1901,1263,22,Artesano,Contabilidad y fiscalización,relationship,11,terraced house,bunny,17,nobinary,,,,,0,
PublicationHelp,Sandra,El Salvador,Ciudad Real,Sanlúcar de Barrameda,90115,1870,298,1275,297,180,36,,Tecnología y protección del medio ambiente,divorced,14,quadplex,snake,13,,,,,,0,
Comment,Charles,Venezuela,Ciudad Real,Hellín,77852,2283,966,649,668,620,22,Filólogo,Trabajo y atención social,,18,apartment,other,17,,,,,,0,
Animal,Duane,Republica de Irlanda,Ciudad Real,Getxo,27405,3645,1249,885,1511,1757,93,Geógrafo,Ciencias políticas,,13,,other,12,female,cat,,intact_male,Vizsla,5,adopted
Event,Mary,Guinea Ecuatorial,Cáceres,Castile–La Mancha,39291,4558,1541,1672,1345,823,20,Computista,Negocios y comercio,single,8,,dog,7,female,,,,,0,
Animal,Linda,Reino Unido,Girona,Asturias,57347,2936,1836,1017,83,1904,23,Contador,Bellas artes,,19,triplex,hamster,17,other,hamster,unknown,neutered_female,Collie Barbudo,20,dead
Event,Kenny,El Salvador,Valencia,Córdoba,82859,2505,957,217,1331,805,63,Farmacólogo,Ingeniería Informatica,divorced,12,triplex,bunny,20,male,,,,,0,
PublicationStrayAddress,Billie,Argentina,Burgos,Soria,78864,3500,1267,1152,1081,1555,2,Músico,Ingeniería química,single,9,quadplex,other,11,female,,,,,0,
Event,Myron,Peru,Orense,Melilla,56146,3132,519,1144,1469,1514,92,Cocinero,Bellas artes,divorced,20,semi-detached house,bunny,16,nobinary,,,,,0,
PublicationStray,Kristie,Nicaragua,Tarragona,Pamplona,21174,3418,1247,970,1201,6,36,Artesano,ESO,divorced,0,flat,other,15,nobinary,,,,,0,
PublicationStrayAddress,Benjamin,Ecuador,Madrid,Ribeira,41258,4334,1577,1235,1522,1745,73,Paleontólogo,Ciencias políticas,single,3,attic,dog,20,other,,,,,0,
Animal,Herman,Argentina,Cádiz,Morón de la Frontera,67792,3430,1749,1172,509,883,20,Cerrajero,Bellas artes,separated,17,quadplex,turtles,5,,bunny,,castrated_male,Grifón de Bruselas,8,sick
Event,Matthew,Republica Dominicana,Granada,Puertollano,11490,2140,206,99,1835,1594,10,Lechero,Ingeniería mecánica y metalurgia,relationship,9,flat,,15,male,,,,,0,
Animal,Michele,Singapur,Tenerife,Galicia,35127,3417,1870,1222,325,1992,12,Músico,Bellas artes,divorced,16,,hamster,7,female,hamster,no,intact_female,Lagotto Romagnolo,19,sick
Comment,Jesse,Cuba,Palencia,Cantabria,36138,4032,1895,553,1584,1478,99,Carpintero,Criminología,separated,3,ground floor,turtles,3,,,,,,0,
PublicationAdoption,Michael,Pakistan,Zaragoza,Linares,36832,1636,1148,71,417,1715,81,Geógrafo,Bachillerato,separated,6,ground floor,,14,female,turtles,yes,intact_male,Braco de Bourbonnais,13,unknown
PublicationStray,Henrietta,Francia,Albacete,Getafe,63792,2655,684,554,1417,1450,95,Químico,Ingeniería mecánica y metalurgia,,9,detached house,,10,male,,,,,0,
Comment,Lance,Francia,Albacete,La Línea,71106,2742,1000,765,977,931,89,Artesano,Magisterio,,4,detached house,,17,male,,,,,0,
Event,Dawna,Uruguay,Castellón,La Línea,11697,3663,650,1058,1955,1944,21,Periodista,Ingeniería química,,4,attic,,19,other,,,,,0,
Animal,Ann,Guatemala,Tenerife,Melilla,30257,3818,881,1120,1817,833,37,Artesano,Ingeniería química,divorced,11,duplex,dog,12,other,turtles,yes,intact_female,Smoushond Holandés,10,sick
